日期和時間,當下車速(公里/小時),未來車速(公里/小時)
970226 0035,92.8621,94.8082
970226 0040,94.8082,85.3684
970226 0045,85.3684,91.9286
970226 0050,91.9286,91.9286
970226 0055,91.9286,94.3265
970226 0100,94.3265,96.0597
970226 0105,96.0597,91.6667
970226 0110,91.6667,90.1786
970226 0115,90.1786,92.75
970226 0120,92.75,92.9701
970226 0125,92.9701,92.0513
970226 0130,92.0513,91.1277
970226 0135,91.1277,91.3684
970226 0140,91.3684,92.0278
970226 0145,92.0278,90.1875
970226 0150,90.1875,90.1875
970226 0155,90.1875,90.0833
970226 0200,90.0833,83.5143
970226 0205,83.5143,90.1667
970226 0210,90.1667,90.6
970226 0215,90.6,88.0256
970226 0220,88.0256,91.375
970226 0225,91.375,91.68
970226 0230,91.68,91.5227
970226 0235,91.5227,90.8919
970226 0240,90.8919,88.0833
970226 0255,88.0833,92.1282
970226 0300,92.1282,88.72
970226 0305,88.72,94.381
970226 0310,94.381,96.4063
970226 0315,96.4063,90.3438
970226 0320,90.3438,92.2
970226 0325,92.2,92.2
970226 0330,92.2,85.8571
970226 0345,85.8571,91.875
970226 0350,91.875,85.3824
970226 0355,85.3824,89.2593
970226 0400,89.2593,86.5
970226 0405,86.5,88.0278
970226 0410,88.0278,88.0278
970226 0415,88.0278,91.2222
970226 0420,91.2222,87.6897
970226 0425,87.6897,89.6452
970226 0430,89.6452,90.1081
970226 0435,90.1081,89.1389
970226 0440,89.1389,89.8571
970226 0445,89.8571,89.8571
970226 0450,89.8571,92.4146
970226 0505,92.4146,92.45
970226 0510,92.45,92.3478
970226 0515,92.3478,89.525
970226 0520,89.525,93.3968
970226 0540,93.3968,92.8767
970226 0545,92.8767,91.1522
970226 0550,91.1522,89.641
970226 0555,89.641,16.9663
970226 0855,16.9663,19.531
970226 0930,19.531,32.379
970226 0935,32.379,47.5037
970226 0940,47.5037,60.5427
970226 0945,60.5427,61.1201
970226 0950,61.1201,58.5153
970226 0955,58.5153,59.3583
970226 1000,59.3583,55.6429
970226 1005,55.6429,56.557
970226 1010,56.557,54.8503
970226 1015,54.8503,54.8503
970226 1020,54.8503,59.2008
970226 1030,59.2008,51.4453
970226 1035,51.4453,54.0804
970226 1040,54.0804,60.7669
970226 1045,60.7669,60.2255
970226 1050,60.2255,60.2255
970226 1055,60.2255,71.684
970226 1100,71.684,71.3087
970226 1105,71.3087,72.2048
970226 1110,72.2048,77.8554
970226 1115,77.8554,80.7633
970226 1120,80.7633,81.1091
970226 1125,81.1091,78.9607
970226 1130,78.9607,79.3071
970226 1135,79.3071,74.2009
970226 1140,74.2009,79.2949
970226 1145,79.2949,78.416
970226 1150,78.416,78.416
970226 1155,78.416,69.2612
970226 1200,69.2612,73.8343
970226 1205,73.8343,71.0157
970226 1210,71.0157,71.8889
970226 1215,71.8889,81.7563
970226 1220,81.7563,70.7472
970226 1225,70.7472,80.3351
970226 1230,80.3351,78.4674
970226 1235,78.4674,76.9468
970226 1240,76.9468,75.6627
970226 1245,75.6627,74.2237
970226 1250,74.2237,73.9813
970226 1255,73.9813,66.7692
970226 1300,66.7692,78.1575
970226 1305,78.1575,73.6085
970226 1310,73.6085,75.1104
970226 1315,75.1104,68.477
970226 1320,68.477,73.9095
970226 1325,73.9095,72.7867
970226 1330,72.7867,74.1359
970226 1335,74.1359,75.3499
970226 1340,75.3499,73.3109
970226 1345,73.3109,73.3109
970226 1355,73.3109,64.9919
970226 1405,64.9919,71.8095
970226 1410,71.8095,64.0364
970226 1415,64.0364,69.7708
970226 1420,69.7708,68.2437
970226 1425,68.2437,69.49
970226 1430,69.49,69.3269
970226 1435,69.3269,70.1738
970226 1440,70.1738,65.4566
970226 1445,65.4566,71.4353
970226 1450,71.4353,71.4353
970226 1455,71.4353,70.499
970226 1500,70.499,72.8857
970226 1505,72.8857,65.8031
970226 1510,65.8031,71.1151
970226 1515,71.1151,69.3657
970226 1520,69.3657,73.8528
970226 1525,73.8528,75.1747
970226 1530,75.1747,75.561
970226 1535,75.561,68.5798
970226 1540,68.5798,70.2222
970226 1545,70.2222,67.4374
970226 1550,67.4374,67.4374
970226 1555,67.4374,75.1339
970226 1600,75.1339,75.6409
970226 1605,75.6409,69.5793
970226 1610,69.5793,67.883
970226 1615,67.883,67.4374
970226 1620,67.4374,76.3066
970226 1625,76.3066,77.9119
970226 1630,77.9119,74.2448
970226 1635,74.2448,75.2832
970226 1640,75.2832,72.3132
970226 1645,72.3132,73.5408
970226 1650,73.5408,79.9393
970226 1655,79.9393,76.858
970226 1700,76.858,76.1145
970226 1705,76.1145,75.2586
970226 1710,75.2586,74.668
970226 1715,74.668,74.1413
970226 1720,74.1413,70.2717
970226 1725,70.2717,75.2238
970226 1730,75.2238,75.2238
970226 1735,75.2238,67.0751
970226 1740,67.0751,71.0409
970226 1745,71.0409,73.1718
970226 1750,73.1718,73.1718
970226 1755,73.1718,74.5051
970226 1800,74.5051,71.6723
970226 1805,71.6723,74.8232
970226 1810,74.8232,74.7103
970226 1815,74.7103,75.3548
970226 1820,75.3548,66.1284
970226 1825,66.1284,67.4424
970226 1830,67.4424,70.4473
970226 1835,70.4473,65.8064
970226 1840,65.8064,68.7002
970226 1845,68.7002,70.3291
970226 1850,70.3291,70.3291
970226 1855,70.3291,75.4378
970226 1900,75.4378,68.5661
970226 1905,68.5661,77.1337
970226 1910,77.1337,80.9427
970226 1915,80.9427,78.6657
970226 1920,78.6657,83.5408
970226 1925,83.5408,72.4124
970226 1930,72.4124,73.6676
970226 1935,73.6676,79.7962
970226 1940,79.7962,82.4984
970226 1945,82.4984,84.683
970226 1950,84.683,82.1447
970226 1955,82.1447,84.5928
970226 2000,84.5928,86.7357
970226 2005,86.7357,83.203
970226 2010,83.203,87.6099
970226 2015,87.6099,79.1475
970226 2020,79.1475,87.4869
970226 2025,87.4869,83.5515
970226 2030,83.5515,81.823
970226 2035,81.823,80.3614
970226 2040,80.3614,82.7638
970226 2045,82.7638,83.9917
970226 2050,83.9917,83.9917
970226 2055,83.9917,83.7517
970226 2100,83.7517,81.6316
970226 2105,81.6316,82.7019
970226 2110,82.7019,84.9008
970226 2115,84.9008,88.5914
970226 2120,88.5914,86.2808
970226 2125,86.2808,86.3056
970226 2130,86.3056,85.9715
970226 2135,85.9715,77.2317
970226 2140,77.2317,87.8
970226 2145,87.8,82.6592
970226 2150,82.6592,82.6592
970226 2155,82.6592,88.5064
970226 2200,88.5064,85.059
970226 2205,85.059,83.5547
970226 2210,83.5547,87.9767
970226 2215,87.9767,84.498
970226 2220,84.498,86.2903
970226 2225,86.2903,89.1518
970226 2230,89.1518,87.566
970226 2235,87.566,88.7935
970226 2240,88.7935,88.9645
970226 2245,88.9645,87.6131
970226 2250,87.6131,86.9215
970226 2255,86.9215,87.6688
970226 2300,87.6688,91.4358
970226 2305,91.4358,91.5256
970226 2310,91.5256,90.2899
970226 2315,90.2899,92.4444
970226 2320,92.4444,91.6912
970226 2325,91.6912,91.3667
970226 2330,91.3667,91.0308
970226 2335,91.0308,90.975
970226 2340,90.975,92.4839
970226 2345,92.4839,88.595
970226 2350,88.595,88.595
970226 2355,88.595,91.4444
970227 0000,91.4444,93.23
970227 0005,93.23,92.6923
970227 0010,92.6923,90.5686
970227 0015,90.5686,91.3871
970227 0020,91.3871,94.3846
970227 0025,94.3846,90.325
970227 0030,90.325,90.5614
970227 0035,90.5614,89.2941
970227 0040,89.2941,90.1406
970227 0045,90.1406,91.32
970227 0050,91.32,91.32
970227 0055,91.32,93.2115
970227 0100,93.2115,94.4545
970227 0105,94.4545,94.5556
970227 0110,94.5556,93.7273
970227 0115,93.7273,90.1667
970227 0120,90.1667,96.1475
970227 0125,96.1475,88.7778
970227 0130,88.7778,94.9189
970227 0135,94.9189,89.2553
970227 0140,89.2553,91.2391
970227 0145,91.2391,90.4571
970227 0150,90.4571,86.5641
970227 0155,86.5641,94.7561
970227 0200,94.7561,92.56
970227 0205,92.56,91.6452
970227 0210,91.6452,91
970227 0215,91,92.9375
970227 0220,92.9375,91.8367
970227 0225,91.8367,92.3864
970227 0230,92.3864,90.4839
970227 0235,90.4839,86.3438
970227 0240,86.3438,91.5122
970227 0245,91.5122,86.6333
970227 0250,86.6333,86.6333
970227 0255,86.6333,93.8214
970227 0300,93.8214,91.2414
970227 0305,91.2414,90.5625
970227 0310,90.5625,91.3636
970227 0315,91.3636,89.6
970227 0320,89.6,91.84
970227 0325,91.84,91.2121
970227 0330,91.2121,89.65
970227 0335,89.65,87.8667
970227 0340,87.8667,94.6842
970227 0345,94.6842,91.1613
970227 0350,91.1613,91.1613
970227 0355,91.1613,90.9565
970227 0400,90.9565,91.7826
970227 0405,91.7826,94.6538
970227 0410,94.6538,89.9643
970227 0415,89.9643,92.2105
970227 0420,92.2105,87.5161
970227 0425,87.5161,89.9429
970227 0430,89.9429,88.4615
970227 0435,88.4615,90.6857
970227 0440,90.6857,94
970227 0445,94,86.0645
970227 0450,86.0645,88.2927
970227 0455,88.2927,85.9474
970227 0500,85.9474,91
970227 0505,91,89.8108
970227 0510,89.8108,91.7619
970227 0515,91.7619,89.1273
970227 0520,89.1273,94.8065
970227 0525,94.8065,89.1071
970227 0530,89.1071,92.1139
970227 0535,92.1139,90.4762
970227 0540,90.4762,89.0238
970227 0545,89.0238,90.2596
970227 0550,90.2596,90.2596
970227 0555,90.2596,91.16
970227 0600,91.16,90.625
970227 0605,90.625,89.3248
970227 0610,89.3248,88.7514
970227 0615,88.7514,86.3122
970227 0620,86.3122,82.2304
970227 0625,82.2304,88.2353
970227 0630,88.2353,85.7089
970227 0635,85.7089,81.0412
970227 0640,81.0412,83.0815
970227 0645,83.0815,82.983
970227 0650,82.983,82.983
970227 0655,82.983,76.3175
970227 0700,76.3175,75.0533
970227 0705,75.0533,74.02
970227 0710,74.02,67.6689
970227 0715,67.6689,69.2154
970227 0720,69.2154,64.8524
970227 0725,64.8524,57.4565
970227 0730,57.4565,53.3318
970227 0735,53.3318,51.6994
970227 0740,51.6994,56.2897
970227 0745,56.2897,50.9983
970227 0750,50.9983,52.8314
970227 0755,52.8314,65.303
970227 0800,65.303,65.0138
970227 0805,65.0138,66.2888
970227 0810,66.2888,63.7703
970227 0815,63.7703,65.5854
970227 0820,65.5854,57.6703
970227 0825,57.6703,61.2694
970227 0830,61.2694,55.4642
970227 0835,55.4642,54.8648
970227 0840,54.8648,67.759
970227 0845,67.759,70.0524
970227 0850,70.0524,70.0524
970227 0855,70.0524,73.0341
970227 0900,73.0341,72.3221
970227 0905,72.3221,69.8701
970227 0910,69.8701,72.4688
970227 0915,72.4688,67.5307
970227 0920,67.5307,70.4362
970227 0925,70.4362,67.5838
970227 0930,67.5838,73.1198
970227 0935,73.1198,75.8383
970227 0940,75.8383,76.7387
970227 0945,76.7387,74.1588
970227 0950,74.1588,74.1588
970227 0955,74.1588,76.1484
970227 1000,76.1484,76.1392
970227 1005,76.1392,71.1888
970227 1010,71.1888,79.5572
970227 1015,79.5572,76.3892
970227 1020,76.3892,77.8561
970227 1025,77.8561,77.9443
970227 1030,77.9443,70.2528
970227 1035,70.2528,75.3522
970227 1040,75.3522,76.8158
970227 1045,76.8158,77.9679
970227 1050,77.9679,77.9679
970227 1055,77.9679,74.156
970227 1100,74.156,75.1054
970227 1105,75.1054,78.1399
970227 1110,78.1399,77.2386
970227 1115,77.2386,77.9363
970227 1120,77.9363,76.0657
970227 1125,76.0657,76.6873
970227 1130,76.6873,78.3113
970227 1135,78.3113,73.6366
970227 1140,73.6366,73.6831
970227 1145,73.6831,81.0791
970227 1150,81.0791,81.0791
970227 1155,81.0791,70.1213
970227 1200,70.1213,77.3025
970227 1205,77.3025,77.8472
970227 1210,77.8472,77.5669
970227 1215,77.5669,84.0714
970227 1220,84.0714,85.5444
970227 1225,85.5444,81.1976
970227 1230,81.1976,77.1706
970227 1235,77.1706,78.8226
970227 1240,78.8226,79.7235
970227 1245,79.7235,83.1053
970227 1250,83.1053,83.1053
970227 1255,83.1053,78.2773
970227 1300,78.2773,79.0198
970227 1305,79.0198,79.2495
970227 1310,79.2495,83.1348
970227 1315,83.1348,82.1929
970227 1320,82.1929,81.6985
970227 1325,81.6985,77.4653
970227 1330,77.4653,78.0871
970227 1335,78.0871,76.1071
970227 1340,76.1071,80.1559
970227 1345,80.1559,78.7262
970227 1350,78.7262,78.7262
970227 1355,78.7262,79.9959
970227 1400,79.9959,73.5396
970227 1405,73.5396,78.2299
970227 1410,78.2299,74.5844
970227 1415,74.5844,74.7475
970227 1420,74.7475,77.7305
970227 1425,77.7305,74.691
970227 1430,74.691,75.1195
970227 1435,75.1195,78.5584
970227 1440,78.5584,72.66
970227 1445,72.66,71.2365
970227 1450,71.2365,76.7485
970227 1455,76.7485,74.7756
970227 1500,74.7756,80.8044
970227 1505,80.8044,74.9981
970227 1510,74.9981,78.184
970227 1515,78.184,76.0369
970227 1520,76.0369,81.1429
970227 1525,81.1429,75.0269
970227 1530,75.0269,77.2474
970227 1535,77.2474,82.9544
970227 1540,82.9544,69.6399
970227 1545,69.6399,76.1176
970227 1550,76.1176,76.1176
970227 1555,76.1176,78.2661
970227 1600,78.2661,75.3743
970227 1605,75.3743,80.3803
970227 1610,80.3803,80.1088
970227 1615,80.1088,78.1176
970227 1620,78.1176,78.3626
970227 1625,78.3626,82.4004
970227 1630,82.4004,75.0652
970227 1635,75.0652,76.2055
970227 1640,76.2055,76.8351
970227 1645,76.8351,74.4067
970227 1650,74.4067,74.4067
970227 1655,74.4067,76.6267
970227 1700,76.6267,75.9461
970227 1705,75.9461,77.3287
970227 1710,77.3287,80.7611
970227 1715,80.7611,73.2218
970227 1720,73.2218,76.2644
970227 1725,76.2644,75.3273
970227 1730,75.3273,79.7072
970227 1735,79.7072,82.3166
970227 1740,82.3166,77.2038
970227 1745,77.2038,79.7516
970227 1750,79.7516,78.3839
970227 1755,78.3839,71.8894
970227 1800,71.8894,50.076
970227 1805,50.076,62.0954
970227 1810,62.0954,67.3416
970227 1815,67.3416,71.0859
970227 1820,71.0859,65.3566
970227 1825,65.3566,71
970227 1830,71,77.654
970227 1835,77.654,76.2895
970227 1840,76.2895,74.107
970227 1845,74.107,78.3203
970227 1850,78.3203,78.3203
970227 1855,78.3203,26.8779
970227 1900,26.8779,31.1108
970227 1905,31.1108,38.6998
970227 1910,38.6998,60.613
970227 1915,60.613,48.9909
970227 1920,48.9909,27.5574
970227 1925,27.5574,24.2665
970227 1930,24.2665,15.6912
970227 1935,15.6912,12.1775
970227 1940,12.1775,18.4722
970227 1945,18.4722,35.5424
970227 1950,35.5424,35.5424
970227 1955,35.5424,79.0565
970227 2000,79.0565,79.6834
970227 2005,79.6834,85.8102
970227 2010,85.8102,84.2712
970227 2015,84.2712,74.2298
970227 2020,74.2298,79.5174
970227 2025,79.5174,83.0421
970227 2030,83.0421,81.6495
970227 2035,81.6495,84.1716
970227 2040,84.1716,82.5853
970227 2045,82.5853,84.015
970227 2050,84.015,85.0667
970227 2055,85.0667,85.3561
970227 2100,85.3561,83.991
970227 2105,83.991,84.5238
970227 2110,84.5238,85.2539
970227 2115,85.2539,85.375
970227 2120,85.375,82.658
970227 2125,82.658,73.6357
970227 2130,73.6357,81.35
970227 2135,81.35,80.0475
970227 2140,80.0475,79.2819
970227 2145,79.2819,88.1147
970227 2150,88.1147,88.1147
970227 2155,88.1147,87.4178
970227 2200,87.4178,87.4095
970227 2205,87.4095,87.5613
970227 2210,87.5613,87.9444
970227 2215,87.9444,86.823
970227 2220,86.823,87.2262
970227 2225,87.2262,89.9861
970227 2230,89.9861,87.9772
970227 2235,87.9772,87.0929
970227 2240,87.0929,86.7086
970227 2245,86.7086,86.9097
970227 2250,86.9097,86.9097
970227 2255,86.9097,90.9959
970227 2300,90.9959,91.8696
970227 2305,91.8696,90.1991
970227 2310,90.1991,89.9924
970227 2315,89.9924,91.9108
970227 2320,91.9108,90.4292
970227 2325,90.4292,91.3728
970227 2330,91.3728,90.8677
970227 2335,90.8677,93.3678
970227 2340,93.3678,90.4722
970227 2345,90.4722,94.2242
970227 2350,94.2242,92.7571
970227 2355,92.7571,94.48
970228 0000,94.48,92.4023
970228 0005,92.4023,92.958
970228 0010,92.958,91.383
970228 0015,91.383,92.0544
970228 0020,92.0544,92.5313
970228 0025,92.5313,94.5357
970228 0030,94.5357,91.9898
970228 0035,91.9898,90.2364
970228 0040,90.2364,93.7526
970228 0045,93.7526,93.0333
970228 0050,93.0333,93.0333
970228 0055,93.0333,93.8778
970228 0100,93.8778,94.8519
970228 0105,94.8519,98.56
970228 0110,98.56,91.2632
970228 0115,91.2632,96.9315
970228 0120,96.9315,93.6316
970228 0125,93.6316,93.4231
970228 0130,93.4231,91.6974
970228 0135,91.6974,93.1951
970228 0140,93.1951,91.9672
970228 0145,91.9672,92.303
970228 0150,92.303,92.303
970228 0155,92.303,89.9091
970228 0200,89.9091,91.4677
970228 0205,91.4677,92.9452
970228 0210,92.9452,94
970228 0215,94,91.9661
970228 0220,91.9661,92.0179
970228 0225,92.0179,93.4082
970228 0230,93.4082,88.8824
970228 0235,88.8824,89.8704
970228 0240,89.8704,95.0811
970228 0245,95.0811,90.375
970228 0250,90.375,90.375
970228 0255,90.375,94.2143
970228 0300,94.2143,92.7073
970228 0305,92.7073,91.4651
970228 0310,91.4651,93.8
970228 0315,93.8,87.2432
970228 0320,87.2432,92.78
970228 0325,92.78,90.8684
970228 0330,90.8684,92.9211
970228 0335,92.9211,88.3077
970228 0340,88.3077,92.8438
970228 0345,92.8438,90.3056
970228 0350,90.3056,93.7222
970228 0355,93.7222,92.0294
970228 0400,92.0294,92.1765
970228 0405,92.1765,91.5926
970228 0410,91.5926,91.3659
970228 0415,91.3659,93.3226
970228 0420,93.3226,86.6207
970228 0425,86.6207,85.1892
970228 0430,85.1892,90.3684
970228 0435,90.3684,91.1176
970228 0440,91.1176,92.1026
970228 0445,92.1026,89
970228 0450,89,89
970228 0455,89,93.0536
970228 0500,93.0536,92.2264
970228 0505,92.2264,89.2857
970228 0510,89.2857,90.25
970228 0515,90.25,90.8154
970228 0520,90.8154,91.037
970228 0525,91.037,90.3623
970228 0530,90.3623,92.274
970228 0535,92.274,93.8101
970228 0540,93.8101,90.3043
970228 0545,90.3043,91.1413
970228 0550,91.1413,91.1413
970228 0555,91.1413,92.7913
970228 0600,92.7913,92.2
970228 0605,92.2,92.6846
970228 0610,92.6846,91.9419
970228 0615,91.9419,92.5271
970228 0620,92.5271,94.6608
970228 0625,94.6608,88.6079
970228 0630,88.6079,93.2362
970228 0635,93.2362,92.8194
970228 0640,92.8194,88.7747
970228 0645,88.7747,92.1051
970228 0650,92.1051,88.3891
970228 0655,88.3891,88.6954
970228 0700,88.6954,77.5651
970228 0705,77.5651,88.6426
970228 0710,88.6426,83.0197
970228 0715,83.0197,80.5275
970228 0720,80.5275,87.0451
970228 0725,87.0451,81.3835
970228 0730,81.3835,82.0223
970228 0735,82.0223,87.1672
970228 0740,87.1672,82.0341
970228 0745,82.0341,86.3781
970228 0750,86.3781,86.3781
970228 0755,86.3781,83.819
970228 0800,83.819,83.1967
970228 0805,83.1967,85.7339
970228 0810,85.7339,88.9147
970228 0815,88.9147,82.5367
970228 0820,82.5367,83.1702
970228 0825,83.1702,88.7478
970228 0830,88.7478,88.1976
970228 0835,88.1976,87.0288
970228 0840,87.0288,88.7672
970228 0845,88.7672,89.5038
970228 0850,89.5038,89.5038
970228 0855,89.5038,86.2849
970228 0900,86.2849,82.9235
970228 0905,82.9235,84.6694
970228 0910,84.6694,79.4278
970228 0915,79.4278,79.5157
970228 0920,79.5157,86.3084
970228 0925,86.3084,85.1851
970228 0930,85.1851,84.7654
970228 0935,84.7654,81.731
970228 0940,81.731,78.1754
970228 0945,78.1754,87.1504
970228 0950,87.1504,85.1953
970228 0955,85.1953,84.0705
970228 1000,84.0705,75.8292
970228 1005,75.8292,81.914
970228 1010,81.914,79.5306
970228 1015,79.5306,87.3712
970228 1020,87.3712,81.2233
970228 1025,81.2233,81.844
970228 1030,81.844,79.1561
970228 1035,79.1561,85.2746
970228 1040,85.2746,85.355
970228 1045,85.355,75.5782
970228 1050,75.5782,75.5782
970228 1055,75.5782,81.5165
970228 1100,81.5165,81.4124
970228 1105,81.4124,82.0375
970228 1110,82.0375,86.4947
970228 1115,86.4947,84.9638
970228 1120,84.9638,85.5313
970228 1125,85.5313,82.9619
970228 1130,82.9619,83.4715
970228 1135,83.4715,81.5737
970228 1140,81.5737,85.9257
970228 1145,85.9257,89.032
970228 1150,89.032,89.032
970228 1155,89.032,85.3824
970228 1200,85.3824,85.7663
970228 1205,85.7663,85.9525
970228 1210,85.9525,88.8626
970228 1215,88.8626,89.9848
970228 1220,89.9848,89.0457
970228 1225,89.0457,86.8825
970228 1230,86.8825,88.5012
970228 1235,88.5012,86.055
970228 1240,86.055,90.9153
970228 1245,90.9153,86.1759
970228 1250,86.1759,86.9104
970228 1255,86.9104,89.1769
970228 1300,89.1769,87.1458
970228 1305,87.1458,86.7911
970228 1310,86.7911,87.5091
970228 1315,87.5091,84.1504
970228 1320,84.1504,86.1209
970228 1325,86.1209,81.8884
970228 1330,81.8884,82.5216
970228 1335,82.5216,83.0618
970228 1340,83.0618,83.7899
970228 1345,83.7899,84.5611
970228 1350,84.5611,84.5611
970228 1355,84.5611,83.8557
970228 1400,83.8557,86.8041
970228 1405,86.8041,85.2705
970228 1410,85.2705,83.6688
970228 1415,83.6688,86.3679
970228 1420,86.3679,81.254
970228 1425,81.254,84.9039
970228 1430,84.9039,81.4218
970228 1435,81.4218,80.3271
970228 1440,80.3271,80.9728
970228 1445,80.9728,80.6995
970228 1450,80.6995,80.6995
970228 1455,80.6995,87.9854
970228 1500,87.9854,84.1171
970228 1505,84.1171,76.3226
970228 1510,76.3226,73.489
970228 1515,73.489,87.5088
970228 1520,87.5088,84.6096
970228 1525,84.6096,84.2376
970228 1530,84.2376,82.9917
970228 1535,82.9917,84.6754
970228 1540,84.6754,87.3264
970228 1545,87.3264,81.5216
970228 1550,81.5216,86.4496
970228 1555,86.4496,88.7657
970228 1600,88.7657,83.1173
970228 1605,83.1173,80.8291
970228 1610,80.8291,82.904
970228 1615,82.904,84.5871
970228 1620,84.5871,85.5741
970228 1625,85.5741,86.7404
970228 1630,86.7404,83.7438
970228 1635,83.7438,88.6824
970228 1640,88.6824,88.828
970228 1645,88.828,86.6321
970228 1650,86.6321,86.6321
970228 1655,86.6321,86.4504
970228 1700,86.4504,85.1749
970228 1705,85.1749,87.7649
970228 1710,87.7649,87.4409
970228 1715,87.4409,86.2602
970228 1720,86.2602,85.9788
970228 1725,85.9788,85.2131
970228 1730,85.2131,85.4868
970228 1735,85.4868,87.6445
970228 1740,87.6445,87.6192
970228 1745,87.6192,85.6137
970228 1750,85.6137,85.6137
970228 1755,85.6137,83.4846
970228 1800,83.4846,86.1329
970228 1805,86.1329,80.7075
970228 1810,80.7075,82.3482
970228 1815,82.3482,74.4135
970228 1820,74.4135,84.3196
970228 1825,84.3196,82.402
970228 1830,82.402,79.6107
970228 1835,79.6107,85.3618
970228 1840,85.3618,82.8201
970228 1845,82.8201,82.1936
970228 1850,82.1936,79.9565
970228 1855,79.9565,82.3499
970228 1900,82.3499,84.7565
970228 1905,84.7565,85.1486
970228 1910,85.1486,85.5818
970228 1915,85.5818,84.9927
970228 1920,84.9927,85.1875
970228 1925,85.1875,84.6991
970228 1930,84.6991,84.989
970228 1935,84.989,86.7396
970228 1940,86.7396,85.2602
970228 1945,85.2602,84.092
970228 1950,84.092,84.092
970228 1955,84.092,83.6682
970228 2000,83.6682,85.9513
970228 2005,85.9513,80.9093
970228 2010,80.9093,80.2219
970228 2015,80.2219,83.147
970228 2020,83.147,81.0509
970228 2025,81.0509,86.1762
970228 2030,86.1762,86.4099
970228 2035,86.4099,81.9725
970228 2040,81.9725,82.3955
970228 2045,82.3955,84.3041
970228 2050,84.3041,84.3041
970228 2055,84.3041,84.931
970228 2100,84.931,86.0244
970228 2105,86.0244,86.8048
970228 2110,86.8048,86.8935
970228 2115,86.8935,88.4437
970228 2120,88.4437,87.4052
970228 2125,87.4052,87.2081
970228 2130,87.2081,86.7134
970228 2135,86.7134,86.4305
970228 2140,86.4305,86.4676
970228 2145,86.4676,88.197
970228 2150,88.197,88.197
970228 2155,88.197,88.8042
970228 2200,88.8042,86.7326
970228 2205,86.7326,89.38
970228 2210,89.38,88.2109
970228 2215,88.2109,88.9655
970228 2220,88.9655,87.8509
970228 2225,87.8509,87.697
970228 2230,87.697,88.316
970228 2235,88.316,88.8266
970228 2240,88.8266,90.4834
970228 2245,90.4834,90.2269
970228 2250,90.2269,90.8081
970228 2255,90.8081,91
970228 2300,91,91.1891
970228 2305,91.1891,91.8769
970228 2310,91.8769,91.5363
970228 2315,91.5363,89.9661
970228 2320,89.9661,94.2205
970228 2325,94.2205,94.538
970228 2330,94.538,89.6559
970228 2335,89.6559,93.5281
970228 2340,93.5281,92.6706
970228 2345,92.6706,91.418
970228 2350,91.418,91.418
