日期和時間,流量(車輛/小時),車速(公里/小時),密度(車輛/公里)
970220 1205,4656,81.0825,14.3558
970220 1210,4836,85.6948,14.1082
970220 1215,4296,88.1899,12.1783
970220 1220,4272,87.5758,12.1951
970220 1225,4908,81.8582,14.9893
970220 1230,4908,84.6308,14.4983
970220 1235,4752,83.9394,14.1531
970220 1240,5304,80.1674,16.5404
970220 1245,4632,84.829,13.651
970220 1250,5532,81.0976,17.0535
970220 1255,5532,81.0976,17.0535
970220 1300,5532,82.846,16.6936
970220 1305,4668,83.2853,14.0121
970220 1310,4800,77.2125,15.5415
970220 1315,5220,78.669,16.5885
970220 1320,5292,79.8209,16.5746
970220 1325,5196,79.4342,16.3532
970220 1330,6600,76.8891,21.4595
970220 1335,5760,76.8625,18.7348
970220 1340,7080,74.4339,23.7795
970220 1345,5868,78.818,18.6125
970220 1350,6240,74.6115,20.9083
970220 1355,6240,74.6115,20.9083
970220 1400,6000,78.252,19.1688
970220 1405,5868,78.8875,18.5961
970220 1410,6024,74.6952,20.1619
970220 1415,6516,75.6575,21.5313
970220 1420,5676,75.2706,18.852
970220 1425,7104,68.5743,25.8989
970220 1430,7212,73.5474,24.5148
970220 1435,5628,77.6908,18.1102
970220 1440,5940,80.3455,18.4827
970220 1445,6216,73.9961,21.0011
970220 1450,6216,75.749,20.5151
970220 1455,6216,75.749,20.5151
970220 1500,5400,76.66,17.6102
970220 1505,5616,78.7585,17.8266
970220 1510,5544,79.9048,17.3456
970220 1515,5484,77.7746,17.6279
970220 1520,5940,72.9152,20.3661
970220 1525,6384,76.1992,20.9451
970220 1530,5688,79.73,17.8352
970220 1535,4692,79.087,14.8318
970220 1540,4692,81.4373,14.4037
970220 1545,6432,70.3657,22.8521
970220 1550,6408,73.4007,21.8254
970220 1555,6408,73.4007,21.8254
970220 1600,5784,75.0394,19.2699
970220 1605,4224,86.7045,12.1793
970220 1610,4020,87.5194,11.4832
970220 1615,4968,86.4396,14.3684
970220 1620,5772,77.0208,18.7352
970220 1625,5712,76.8445,18.583
970220 1630,7176,67.7926,26.463
970220 1635,7320,69.0574,26.4997
970220 1640,7248,72.1126,25.1274
970220 1645,6828,74.8629,22.8017
970220 1650,6660,78.3766,21.2436
970220 1655,6660,78.3766,21.2436
970220 1700,6876,78.5096,21.8954
970220 1705,6300,78.3086,20.1127
970220 1710,7068,73.6638,23.9873
970220 1715,6180,81.5573,18.9437
970220 1720,6288,78.9962,19.8997
970220 1725,6564,81.3876,20.1628
970220 1730,6684,78.9623,21.162
970220 1735,6720,76.8964,21.8476
970220 1740,6912,77.849,22.1968
970220 1745,6456,78.4015,20.5863
970220 1750,6888,78.4146,21.9602
970220 1755,6888,78.4146,21.9602
970220 1800,5700,78.7621,18.0925
970220 1805,5976,76.1145,19.6283
970220 1810,6312,77.3897,20.3903
970220 1815,5940,79.5576,18.6657
970220 1820,5772,76.2578,18.9227
970220 1825,5844,76.1951,19.1745
970220 1830,5052,78.9976,15.9878
970220 1835,5376,77.8683,17.2599
970220 1840,5124,77.8361,16.4577
970220 1845,5436,76.3819,17.7922
970220 1850,5700,76.9116,18.5278
970220 1855,5700,76.9116,18.5278
970220 1900,4908,82.8655,14.8071
970220 1905,4944,83.3592,14.8274
970220 1910,4212,81.6068,12.9033
970220 1915,4608,83.0859,13.8652
970220 1920,5640,77.9702,18.0838
970220 1925,4404,83.8283,13.134
970220 1930,4536,82.463,13.7516
970220 1935,4596,83.8225,13.7075
970220 1940,5088,80.0873,15.8827
970220 1945,4572,85.2677,13.4048
970220 1950,4992,75.9591,16.4299
970220 1955,4992,75.9591,16.4299
970220 2000,4680,86.7308,13.49
970220 2005,3888,82.6914,11.7546
970220 2010,4824,83.2537,14.4858
970220 2015,4884,82.2826,14.8391
970220 2020,3900,83.8646,11.6259
970220 2025,4392,84.5191,12.9911
970220 2030,3840,87.2063,11.0084
970220 2035,4260,83.4592,12.7607
970220 2040,4404,77.9564,14.1233
970220 2045,3756,83.655,11.2247
970220 2050,4032,79.5595,12.6698
970220 2055,4032,79.5595,12.6698
970220 2100,4392,86.6393,12.6732
970220 2105,3324,85.9495,9.6685
970220 2110,4656,84.1649,13.83
970220 2115,3924,86.4648,11.3457
970220 2120,3132,85.7011,9.1364
970220 2125,3564,88.101,10.1134
970220 2130,3720,83.1742,11.1814
970220 2135,3792,87.3481,10.8531
970220 2140,3816,84.7925,11.251
970220 2145,3576,87.2148,10.2506
970220 2150,3840,87.0344,11.0301
970220 2155,3840,87.0344,11.0301
970220 2200,3228,88.658,9.1024
970220 2205,3348,87.5914,9.5557
970220 2210,3288,88.6496,9.2725
970220 2215,3516,88.5529,9.9263
970220 2220,3132,89.59,8.7398
970220 2225,3336,85.9424,9.7042
970220 2230,3624,85.7152,10.5699
970220 2235,2616,87.7706,7.4512
970220 2240,2880,88.9875,8.091
970220 2245,2616,88.8257,7.3627
970220 2250,2580,90.1907,7.1515
970220 2255,2580,90.1907,7.1515
970220 2300,2616,91.1972,7.1713
970220 2305,2436,89.5369,6.8017
970220 2310,2460,89.4439,6.8758
970220 2315,2292,91.356,6.2722
970220 2320,1608,91.2463,4.4057
970220 2325,2208,89.7065,6.1534
970220 2330,2088,89.6552,5.8223
970220 2335,2088,90.8161,5.7479
970220 2340,1620,92.8,4.3642
970220 2345,1368,90.614,3.7742
970220 2350,1776,90,4.9333
970220 2355,1776,90,4.9333
970221 0000,1836,91.9477,4.992
970221 0005,1224,93.3039,3.2796
970221 0010,1296,92.963,3.4853
970221 0015,1476,91.3089,4.0412
970221 0020,1476,93.9187,3.9289
970221 0025,1284,92.0561,3.487
970221 0030,1296,91.1019,3.5565
970221 0035,1356,90.469,3.7471
970221 0040,900,90.9867,2.4729
970221 0045,984,88.3049,2.7858
970221 0050,1068,91.9326,2.9043
970221 0055,1068,91.9326,2.9043
970221 0100,804,90.791,2.2139
970221 0105,708,88.9322,1.9903
970221 0110,840,91.3714,2.2983
970221 0115,648,90.5185,1.7897
970221 0120,792,89.5606,2.2108
970221 0125,888,90.9865,2.4399
970221 0130,804,89.3881,2.2486
970221 0135,756,91.9206,2.0561
970221 0140,864,91.1111,2.3707
970221 0145,780,92.4923,2.1083
970221 0155,1128,90.9681,3.1
970221 0230,624,94.6923,1.6474
970221 0235,540,92.8444,1.454
970221 0240,396,89.3333,1.1082
970221 0245,600,92.4,1.6234
970221 0250,468,86.7179,1.3492
970221 0255,468,86.7179,1.3492
970221 0300,480,88,1.3636
970221 0305,552,90.9348,1.5176
970221 0310,468,89.2051,1.3116
970221 0315,420,88.2857,1.1893
970221 0320,348,92.6897,0.9386
970221 0325,600,88.36,1.6976
970221 0330,264,91,0.7253
970221 0335,444,89.7027,1.2374
970221 0340,444,87.8378,1.2637
970221 0345,372,85.9677,1.0818
970221 0350,288,92.25,0.7805
970221 0355,288,92.25,0.7805
970221 0400,396,86.6061,1.1431
970221 0405,336,88.6429,0.9476
970221 0410,408,94.0882,1.0841
970221 0415,552,89.6087,1.54
970221 0420,396,92.0303,1.0757
970221 0425,552,88.4783,1.5597
970221 0430,576,85.6875,1.6805
970221 0435,396,86.9394,1.1387
970221 0440,360,85.7667,1.0494
970221 0445,336,87.8214,0.9565
970221 0450,360,83.3,1.0804
970221 0455,360,83.3,1.0804
970221 0500,408,87.1765,1.17
970221 0505,444,88.9189,1.2483
970221 0510,564,88.0638,1.6011
970221 0515,444,87.8919,1.2629
970221 0520,696,88.6207,1.9634
970221 0525,648,90.3704,1.7926
970221 0530,732,90.6721,2.0183
970221 0535,1068,87.4944,3.0516
970221 0540,864,90.2083,2.3945
970221 0545,972,88.7654,2.7376
970221 0550,1308,90.9817,3.5941
970221 0555,1308,90.9817,3.5941
970221 0600,1416,89.0508,3.9753
970221 0605,1872,89.5769,5.2246
970221 0610,2064,91.436,5.6433
970221 0615,2100,90.8286,5.7801
970221 0620,2436,89.8522,6.7778
970221 0625,2808,88.8547,7.9005
970221 0630,3600,87.1833,10.3231
970221 0635,3240,91.4444,8.8578
970221 0640,4212,88.735,11.8668
970221 0645,5184,84.2292,15.3866
970221 0650,4800,84.465,14.2071
970221 0655,4800,84.465,14.2071
970221 0700,6960,75.8414,22.9426
970221 0705,6696,73.7455,22.6997
970221 0710,6912,75.8646,22.7774
970221 0715,7692,71.248,26.9902
970221 0720,7728,64.8866,29.775
970221 0725,7140,47.7765,37.3615
970221 0730,7020,51.8718,33.8334
970221 0735,6912,50.8281,33.9969
970221 0740,6804,48.8095,34.8498
970221 0745,6888,45.0836,38.1957
970221 0750,6600,45.58,36.2001
970221 0755,6600,45.58,36.2001
970221 0800,7116,45.5126,39.088
970221 0805,7548,39.4897,47.7847
970221 0810,8016,37.6572,53.2169
970221 0815,7188,40,44.925
970221 0820,7308,41.3153,44.2209
970221 0825,7728,43.0497,44.8784
970221 0830,7032,42.1689,41.6895
970221 0835,6492,39.9187,40.6577
970221 0840,6300,44.5981,35.3154
970221 0845,6600,45.0745,36.606
970221 0850,6792,43.5689,38.9727
970221 0855,6792,43.5689,38.9727
970221 0900,7224,49.8571,36.2235
970221 0905,7092,40.4569,43.8245
970221 0910,6660,51.7405,32.1798
970221 0915,7020,48.5573,36.1429
970221 0920,6888,46.8693,36.7404
970221 0925,6636,48.5316,34.1839
970221 0930,7416,51.5534,35.9627
970221 0935,5412,62.0643,21.8
970221 0940,6168,63.8444,24.1525
970221 0945,5664,78.0551,18.141
970221 0950,5364,82.7114,16.213
970221 0955,5364,82.7114,16.213
970221 1000,4764,83.3149,14.2952
970221 1005,5664,76.8686,18.421
970221 1010,4308,80.6964,13.3463
970221 1015,5028,83.1527,15.1168
970221 1020,4176,88.6063,11.7825
970221 1025,4704,83.0791,14.1552
970221 1030,5568,74.306,18.7333
970221 1035,4848,81.203,14.9256
970221 1040,5388,74.5278,18.0738
970221 1045,5388,74.5278,18.0738
970221 1050,6192,71.3682,21.6903
970221 1055,6192,71.3682,21.6903
970221 1100,5028,81.6945,15.3866
970221 1105,5064,80.2701,15.7717
970221 1110,4872,79.1158,15.3952
970221 1115,4872,79.1158,15.3952
970221 1120,5040,79.719,15.8055
970221 1125,4488,74.0882,15.1441
970221 1130,5136,82.7593,15.5149
970221 1135,5232,85.5206,15.2946
970221 1140,5556,82.3672,16.8635
970221 1145,5028,83.3652,15.0782
970221 1150,4788,82.8697,14.4444
970221 1155,4788,82.8697,14.4444
970221 1200,4536,85.2116,13.308
970221 1205,5016,84.1866,14.8955
970221 1210,4932,83.2944,14.8029
970221 1215,5400,81.2333,16.6188
970221 1635,5568,76.3168,18.2398
970221 1640,6240,76.9923,20.2618
970221 1645,6240,76.9923,20.2618
970221 1715,7560,72.9222,25.918
970221 1720,7644,69.1209,27.6472
970221 1725,6816,76.0581,22.4039
970221 1730,7464,72.3264,25.7997
970221 1735,6924,73.1075,23.6775
970221 1740,6996,76.4734,22.8707
970221 1745,6792,75.7102,22.4276
970221 1750,6624,77.3406,21.4118
970221 1755,6624,77.3406,21.4118
970221 1805,6252,75.8522,20.6059
970221 1810,6624,70.7899,23.3932
970221 1815,5796,78.2464,18.5184
970221 1820,5520,73.1326,18.8698
970221 1825,5520,73.1326,18.8698
970221 1830,5316,74.8939,17.7451
970221 1835,5820,69.2103,21.0229
970221 1840,5532,79.3124,17.4374
970221 1845,5676,73.9302,19.1938
970221 1850,5256,82.7078,15.8873
970221 1855,5256,82.7078,15.8873
970221 1900,5616,79.0769,17.7549
970221 1905,4812,81.1097,14.8318
970221 1910,4500,81.8853,13.7387
970221 1915,5256,82.9977,15.8318
970221 1920,4668,83.0514,14.0515
970221 1925,5112,74.5986,17.1317
970221 1930,4680,81.841,14.296
970221 1935,4932,81.8151,15.0706
970221 1940,4956,81.8983,15.1285
970221 1945,4824,81.8731,14.7301
970221 1950,4104,82.8304,12.3868
970221 1955,4104,82.8304,12.3868
970221 2000,4512,82.6383,13.6498
970221 2005,4224,86.4688,12.2125
970221 2010,4128,71.7064,14.392
970221 2015,3540,85.4712,10.3544
970221 2020,3996,86.9309,11.4919
970221 2025,4296,84.6201,12.692
970221 2030,3720,85.9065,10.8257
970221 2035,4260,84.893,12.5452
970221 2040,3960,86.0818,11.5007
970221 2045,4044,87.727,11.5244
970221 2050,4356,85.9835,12.6652
970221 2055,3876,86.322,11.2254
970221 2100,3852,85.8287,11.22
970221 2105,3420,87.4421,9.7779
970221 2110,3612,85.9701,10.5037
970221 2115,3432,86.9301,9.87
970221 2120,3672,86.5784,10.6031
970221 2125,3924,85.8135,11.4318
970221 2130,4716,84.8702,13.8918
970221 2135,4236,86.796,12.201
970221 2140,3360,87.5,9.6
970221 2145,3156,84.8061,9.3036
970221 2150,3480,82.3379,10.5662
970221 2155,3480,82.3379,10.5662
970221 2200,3408,90.0704,9.4593
970221 2205,3324,87.8736,9.4568
970221 2210,3192,87.3308,9.1377
970221 2215,3468,89.3599,9.7023
970221 2220,3024,91.5992,8.2533
970221 2225,3252,87.4391,9.2979
970221 2230,3228,88.1933,9.1504
970221 2235,2748,89.2707,7.6957
970221 2240,2808,89.3846,7.8537
970221 2245,2412,90.403,6.6701
970221 2250,2352,90.7347,6.4804
970221 2255,2352,90.7347,6.4804
970221 2300,2004,91.9521,5.4485
970221 2305,2244,91.4439,6.1349
970221 2310,2304,92.1458,6.251
970221 2315,2016,91.5357,5.506
970221 2320,1920,90.9938,5.2751
970221 2325,2184,92.1209,5.927
970221 2330,2112,92.9545,5.6802
970221 2335,2112,90.5227,5.8328
970221 2340,2100,90.8857,5.7765
970221 2345,1980,91.4,5.4158
970221 2350,1848,96.2532,4.7998
970221 2355,1848,96.2532,4.7998
970222 0000,1452,92.0826,3.9421
970222 0005,1308,93.1284,3.5113
970222 0010,1200,94.83,3.1636
970222 0015,1068,89.8989,2.97
970222 0020,1212,92.1089,3.2896
970222 0025,1272,95.7642,3.3207
970222 0030,1032,91.2442,2.8276
970222 0035,984,93.9024,2.6197
970222 0040,1176,94.7857,3.1017
970222 0045,948,90.9114,2.6069
970222 0050,876,91.7397,2.3872
970222 0055,876,91.7397,2.3872
970222 0100,828,93.1449,2.2223
970222 0105,972,92.8642,2.6167
970222 0110,816,94.4853,2.1591
970222 0115,612,92.1961,1.6595
970222 0120,840,92.6143,2.2675
970222 0125,708,92.2373,1.919
970222 0130,552,91.413,1.5096
970222 0135,744,89.9194,2.0685
970222 0140,780,94.1846,2.0704
970222 0145,504,91.7857,1.3728
970222 0150,756,92.9841,2.0326
970222 0155,756,92.9841,2.0326
970222 0200,684,95.4561,1.7914
970222 0205,576,92.3333,1.5596
970222 0210,480,93.325,1.2858
970222 0215,480,93.425,1.2845
970222 0220,432,92.5278,1.1672
970222 0225,540,92.0889,1.466
970222 0230,432,96.8611,1.115
970222 0235,480,92.15,1.3022
970222 0240,540,91.9778,1.4677
970222 0245,564,93.4043,1.5096
970222 0250,420,94.8857,1.1066
970222 0255,420,94.8857,1.1066
970222 0300,420,93.7429,1.1201
970222 0305,528,92.3182,1.4298
970222 0310,360,93.8,0.9595
970222 0315,384,93.4375,1.0274
970222 0320,300,94.84,0.7908
970222 0325,384,93.5313,1.0264
970222 0330,360,95.3333,0.9441
970222 0335,384,92.125,1.0421
970222 0340,384,92.5313,1.0375
970222 0345,252,85.381,0.7379
970222 0350,336,89.4286,0.9393
970222 0355,336,89.4286,0.9393
970222 0400,492,93,1.3226
970222 0405,420,94.2857,1.1136
970222 0410,264,87.7727,0.7519
970222 0415,384,93.375,1.0281
970222 0420,432,88.9444,1.2142
970222 0425,432,93.3333,1.1571
970222 0430,264,89.2273,0.7397
970222 0435,504,88.5952,1.4222
970222 0440,384,87.125,1.1019
970222 0445,504,81.4524,1.5469
970222 0450,504,84.0952,1.4983
970222 0455,504,84.0952,1.4983
970222 0500,516,83.3721,1.5473
970222 0505,576,84.2917,1.7084
970222 0510,540,82.9556,1.6274
970222 0515,600,89.7,1.6722
970222 0520,768,81.5469,2.3545
970222 0525,516,90.5116,1.4252
970222 0530,780,89.7077,2.1737
970222 0535,864,88.9306,2.4289
970222 0540,828,94.0725,2.2004
970222 0545,1068,92.809,2.8769
970222 0550,1260,93.4762,3.3698
970222 0555,1260,93.4762,3.3698
970222 0600,1608,89.8731,4.473
970222 0605,1452,93.9339,3.8644
970222 0610,1656,92.8116,4.4606
970222 0615,1848,93.7987,4.9254
970222 0620,2436,91.5172,6.6545
970222 0625,2700,89.2711,7.5612
970222 0630,3168,91.0076,8.7026
970222 0635,3336,91.0863,9.1561
970222 0640,4356,88.4656,12.3099
970222 0645,5472,86.625,15.7922
970222 0650,5736,80.0962,17.9035
970222 0655,5736,80.0962,17.9035
970222 0700,6420,76.772,20.9061
970222 0705,6576,76.2135,21.571
970222 0710,6624,79.7337,20.7691
970222 0715,6888,74.4669,23.1244
970222 0720,7440,71.5806,25.9847
970222 0725,7068,69.893,25.2815
970222 0730,6816,66.1901,25.744
970222 0735,7692,44.6646,43.0542
970222 0740,7044,42.1244,41.8048
970222 0745,7188,48.2137,37.2716
970222 0750,7080,42.961,41.2001
970222 0755,7080,42.961,41.2001
970222 0800,7416,49.2929,37.6119
970222 0805,7632,50.0739,38.1037
970222 0810,7476,46.3194,40.3502
970222 0815,6672,47.7896,34.903
970222 0820,7476,46.6035,40.1043
970222 0825,7728,43.9938,43.9153
970222 0830,6936,45.1505,38.4049
970222 0835,6552,42.0293,38.9728
970222 0840,6828,43.3796,39.3503
970222 0845,6984,49.9588,34.9488
970222 0850,6780,47.9434,35.3542
970222 0855,6780,47.9434,35.3542
970222 0900,6480,61.4611,26.3581
970222 0905,6492,48.6654,33.3502
970222 0910,6984,57.1151,30.5698
970222 0915,6048,63.9802,23.6323
970222 0920,8316,39.4949,52.6396
970222 0925,5952,53.869,27.6226
970222 0930,5160,58.8721,21.9119
970222 0935,6912,44.0625,39.217
970222 0940,6912,52.6545,32.8177
970222 0945,6540,63.2404,25.8537
970222 0950,6432,66.4422,24.2015
970222 0955,5472,72.8816,18.7702
970222 1000,5796,71.5921,20.2397
970222 1005,5592,71.4249,19.573
970222 1010,5124,75.6464,16.9341
970222 1015,5436,73.8366,18.4055
970222 1020,4716,81.0865,14.54
970222 1025,4548,80.0026,14.212
970222 1030,5232,76.0826,17.1918
970222 1035,5520,77.2217,17.8706
970222 1040,5808,71.4649,20.3177
970222 1045,4932,83.4477,14.7757
970222 1050,5736,80.3703,17.8424
970222 1055,5736,80.3703,17.8424
970222 1100,5052,83.114,15.196
970222 1105,5220,79.1655,16.4844
970222 1110,5424,78.7412,17.221
970222 1115,4980,84.188,14.7883
970222 1120,4788,83.1704,14.3921
970222 1125,4512,79.6968,14.1536
970222 1130,5268,78.5011,16.7768
970222 1135,4896,85.4632,14.3219
970222 1140,4836,83.9355,14.4039
970222 1145,4920,85.8659,14.3247
970222 1150,5136,79.4673,16.1576
970222 1155,5136,79.4673,16.1576
970222 1200,4908,86.2127,14.2322
970222 1205,5148,85.4615,15.0594
970222 1210,4320,85.4139,12.6443
970222 1215,4248,86.8277,12.2311
970222 1220,4296,81.595,13.1626
970222 1225,4524,84.9708,13.3105
970222 1230,5712,80.1218,17.8229
970222 1235,5112,85.5939,14.931
970222 1240,5280,85.9864,15.3513
970222 1245,5220,85.0299,15.3475
970222 1250,5676,83.1015,17.0755
970222 1255,5676,83.1015,17.0755
970222 1300,6180,79.7981,19.3614
970222 1305,5124,85.9251,14.9083
970222 1310,5340,84.7461,15.7529
970222 1315,5544,82.1905,16.8633
970222 1320,5268,85.2323,15.4519
970222 1325,5784,81.0871,17.8327
970222 1330,6636,79.5588,20.8525
970222 1335,6324,78.0949,20.2446
970222 1340,6048,81.1429,18.6338
970222 1345,5700,84.2126,16.9215
970222 1350,6204,79.5087,19.5073
970222 1355,6204,79.5087,19.5073
970222 1400,5952,76.4597,19.4612
970222 1405,6108,80.7682,18.906
970222 1410,5676,80.7759,17.5671
970222 1415,6168,80.6226,19.1262
970222 1420,6192,75.0271,20.6325
970222 1425,5700,78.8189,18.0794
970222 1430,6012,81.503,18.441
970222 1435,5880,78.7612,18.664
970222 1440,5520,83.6391,16.4995
970222 1445,5832,83.9918,17.3588
970222 1450,5544,81.1861,17.0719
970222 1455,5544,81.1861,17.0719
970222 1500,6060,78.301,19.3484
970222 1505,6240,78.1019,19.9739
970222 1510,6024,76.5538,19.6724
970222 1515,6060,80.4158,18.8396
970222 1520,6120,78.7098,19.4385
970222 1525,5628,82.3369,17.0883
970222 1530,6348,79.0964,20.0641
970222 1535,6156,81.1813,18.9576
970222 1540,5892,80.4929,18.2998
970222 1545,6348,79.0699,20.0708
970222 1550,5940,83.2667,17.8343
970222 1555,6540,80.2826,20.3656
970222 1600,6060,81.1485,18.6695
970222 1605,5844,79.653,18.3421
970222 1610,6192,79.2364,19.5365
970222 1615,6888,78.5645,21.9183
970222 1620,7344,73.5621,24.9585
970222 1625,6600,76.8145,21.4803
970222 1630,6648,74.8628,22.2006
970222 1635,6900,75.2957,22.9097
970222 1640,7068,73.4992,24.0411
970222 1645,6936,74.7716,23.1906
970222 1650,7380,75.9642,24.2877
970222 1655,7380,75.9642,24.2877
970222 1700,7044,75.7274,23.2545
970222 1705,6948,76.8722,22.5959
970222 1710,6780,74.5381,22.7401
970222 1715,6684,77.8223,21.472
970222 1720,7284,72.5717,25.0924
970222 1725,7236,75.0945,24.0896
970222 1730,7200,73.6633,24.4355
970222 1735,7584,72.3022,26.2233
970222 1740,6948,76.6805,22.6524
970222 1745,6372,76.2316,20.8968
970222 1750,7164,70.0704,25.56
970222 1755,7164,70.0704,25.56
970222 1800,5460,40.1165,34.0259
970222 1805,3456,18.9549,45.582
970222 1810,2928,16.5246,44.2976
970222 1815,2544,20.0991,31.6433
970222 1820,4356,21.168,51.4455
970222 1825,3036,18.2055,41.6906
970222 1830,3396,15.8587,53.5354
970222 1835,4992,20.0216,62.3326
970222 1840,5640,23.9426,58.891
970222 1845,5148,21.8998,58.7677
970222 1850,5268,24.0843,54.683
970222 1855,5268,24.0843,54.683
970222 1900,5220,21.5862,60.4553
970222 1905,5928,30.9251,47.9222
970222 1910,5808,29.7479,48.8101
970222 1915,5976,30.2269,49.4262
970222 1920,5160,32.4907,39.7037
970222 1925,6072,33.1838,45.7452
970222 1930,4956,27.9588,44.3151
970222 1935,5760,27.0458,53.243
970222 1940,6180,23.9049,64.6312
970222 1945,7068,34.5874,51.0879
970222 1950,5364,74.2886,18.0512
